Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,Average(1960-1964),1965,1966,1967,1968,1969,Average(1965-1969),1970,1971,1972,1973,1974,AVERAGE(1970-1974),1975,1976,1977,1978,1979,Average(1975-1979),1980,1981,1982,1983,1984,average(1980-1984),1985,1986,1987,1988,1989,Average(1985-1989),1990,1991,1992,1993,1994,Avergae(1990-1994),1995,1996,1997,1998,1999,Average(1995-1999),2000,2001,2002,2003,2004,Average(2000-2004),2005,2006,2007,2008,2009,Average(2005-2009),2010,2011,2012,2013,2014,Average(2010-2014),2015,2016,2017,2018,2019,Average(2015-2019),2020,2021
Tunisia,TUN,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,1.78,7.25,6.16,8.23,7.2,7.74,7.32,6.55,8.19,5.82,3.97,4.73,5.85,6.24,3.73,3.65,3.13,2.69,3.89,2.96,1.98,2.72,2.71,3.63,2.8,2.02,3.23,2.97,4.35,3.66,3.24,3.34,3.24,4.61,5.32,4.63,4.23,4.44,3.63,5.31,7.31,6.72,5.48,5.63,5.71
Turkiye,TUR,"Inflation, consumer prices (annual %)",5.66,3.17,3.89,6.36,1.12,4.04,4.56,8.47,13.97,6.05,4.92,7.15,7.92,19.01,15.42,13.94,23.9,16.04,21.23,17.46,25.99,61.9,63.54,38.02,94.26,37.61,29.14,31.39,48.39,48.16,44.96,34.61,38.86,68.81,63.27,50.1,60.3,65.98,70.08,66.09,105.21,73.53,89.11,80.41,85.67,84.64,64.87,80.94,54.92,54.4,44.96,21.6,8.6,36.9,8.18,9.6,8.76,10.44,6.25,8.65,8.57,6.47,8.89,7.49,8.85,8.06,7.67,7.78,11.14,16.33,15.18,11.62,12.28,19.6
Tuvalu,TUV,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0
Tanzania,TZA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,9.78,12.19,15.6,16.42,11.73,3.49,4.78,7.64,10.4,19.6,9.18,26.06,6.86,11.6,6.58,12.95,12.81,30.2,25.65,28.93,27.06,36.15,29.6,33.28,32.43,29.95,31.19,25.85,30.54,35.83,28.7,21.85,25.28,34.08,29.15,27.43,20.98,16.09,12.8,7.89,17.04,5.92,5.15,5.32,5.3,4.74,5.29,5.03,7.25,7.03,10.28,12.14,8.35,6.2,12.69,16,7.87,6.13,9.78,5.59,5.17,5.32,3.49,3.46,4.61,3.29,0
Uganda,UGA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,2.01,6.55,7.19,8.17,0.07,5.78,5.55,3.39,1.87,-0.29,8.68,3.72,3.47,8.45,7.31,6.14,12.05,13.02,9.39,3.98,15.13,12.68,4.9,3.07,7.95,5.41,5.45,5.64,2.62,2.87,4.4,3.79,0
Ukraine,UKR,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4734.91,891.19,1125.22,376.75,80.33,15.94,10.58,22.68,101.25,28.2,11.96,0.76,5.18,9.05,11.03,13.57,9.05,12.84,25.23,15.88,15.31,9.37,7.96,0.57,-0.24,12.07,5.95,48.7,13.91,14.44,10.95,7.89,19.18,2.73,0
Upper middle income,UMC,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,7.13,8.76,11.48,7.42,13.9,14.71,11.96,13.08,22.57,15.24,14.9,9.06,7.36,6.85,5.02,8.64,5.66,6.03,5.59,4.72,4.69,5.34,4.54,4.64,5.84,10,2.59,5.52,3.73,5.28,3.69,2.77,3.11,3.72,1.61,1.86,3.21,2.61,2.09,2.28,1.65,3.82
Uruguay,URY,"Inflation, consumer prices (annual %)",38.5,22.75,10.91,21.25,42.37,27.16,56.56,73.46,89.28,125.34,20.97,64.43,16.31,23.95,76.48,97,77.21,58.19,81.41,50.62,58.2,44.55,66.84,60.32,63.48,34.05,18.99,49.2,55.3,44.2,72.22,76.38,63.57,62.19,80.45,70.96,112.53,101.97,68.46,54.1,44.74,76.36,42.25,28.34,19.82,10.81,5.66,21.38,4.76,4.36,13.97,19.38,9.16,10.33,4.7,6.4,8.11,7.88,7.06,6.83,6.7,8.09,8.1,8.58,8.88,8.07,8.67,9.64,6.22,7.61,7.88,8,9.76,7.75
United States,USA,"Inflation, consumer prices (annual %)",1.46,1.07,1.2,1.24,1.28,1.25,1.59,3.02,2.77,4.27,5.46,3.76,5.84,4.29,3.27,6.18,11.05,6.13,9.14,5.74,6.5,7.63,11.25,8.06,13.55,10.33,6.13,3.21,4.3,7.51,3.55,1.9,3.66,4.08,4.83,3.6,5.4,4.23,3.03,2.95,2.61,3.64,2.81,2.93,2.34,1.55,2.19,2.36,3.38,2.83,1.59,2.27,2.68,2.55,3.39,3.23,2.85,3.84,-0.36,2.59,1.64,3.16,2.07,1.46,1.62,1.99,0.12,1.26,2.13,2.44,1.81,1.55,1.23,4.7
Uzbekistan,UZB,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Vincent and the Grenadines,VCT,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,11.29,10.19,8.43,15.61,10.46,17.21,12.74,7.23,5.46,2.7,9.07,2.14,1.03,3.31,0.23,2.83,1.91,7.61,5.49,3.46,4.29,1.01,4.37,1.74,4.41,0.44,2.14,1.01,1.95,0.17,0.9,1.86,0.21,2.96,1.22,3.73,2.74,7.24,10.07,0.42,4.84,0.75,3.19,2.6,0.81,0.19,1.51,-1.73,-0.15,2.15,2.32,0.91,0.7,-0.63,1.57
"Venezuela, RB",VEN,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.08,5.42,28.19,26.09,21.07,40.64,62.17,35.63,121.74,254.95,0,0,0,75.34,0,0
British Virgin Islands,VGB,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands (U.S.),VIR,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68,3.21,7.27,4.12,4.05,-1.71,-0.43,3.83,3.23,7.75,2.54,8.28,7.42,8.34,23.12,6.72,10.78,9.21,18.68,9.09,6.59,4.08,9.53,0.63,2.67,3.52,3.54,2.8,2.63,3.22,1.83
Vanuatu,VUT,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,6.41,4.17,3.26,11.24,26.85,6.67,1.65,5.52,10.39,1.07,4.77,16.04,8.76,7.75,7.68,4.76,6.47,4.06,3.57,2.3,4.23,2.23,0.91,2.83,3.28,2,2.25,2.54,3.58,1.96,3.02,1.42,2.5,1.2,2.04,3.94,4.84,4.3,3.26,2.76,0.87,1.35,1.46,0.8,1.45,2.48,0.84,3.08,2.33,2.76,2.3,5.33,2.34
World,WLD,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.47,10.24,8.77,8.12,7.92,6.86,5.82,5.76,7.15,7,6.52,8.13,9,7.71,7.51,10.32,8.53,9.15,6.55,5.57,5.11,3.08,5.89,3.49,3.84,2.83,3.03,3.38,3.32,4.11,4.28,4.82,8.95,2.94,5.02,3.35,4.82,3.73,2.62,2.35,3.37,1.43,1.55,2.19,2.44,2.19,1.96,1.92,3.42
Samoa,WSM,"Inflation, consumer prices (annual %)",0,0,2.65,0.69,5.31,1.73,2.11,2.87,-0.52,1.71,4.13,2.41,2.74,4.77,7.51,11.76,24.99,10.35,8.79,4.9,14.61,2.06,11.12,8.3,33.05,20.51,18.3,16.46,11.86,20.03,9.09,5.73,4.57,8.51,6.46,6.87,15.24,-1.82,9.03,1.72,12.08,7.25,-2.9,5.37,6.86,2.22,0.27,2.36,0.97,3.84,8.05,0.12,16.31,5.86,1.86,3.7,5.58,11.57,6.32,5.8,0.78,5.24,2.05,0.61,-0.41,1.65,0.72,1.3,1.75,4.2,0.98,1.79,-1.57,3.13
Kosovo,XKX,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08,-1.06,-0.43,-1.39,0.62,4.36,9.35,-2.41,2.11,3.48,7.34,2.48,1.77,0.43,3.1,-0.54,0.27,1.49,1.05,2.68,0.99,0.2,3.35
"Yemen, Rep.",YEM,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29.41,35.75,49.39,30.11,55.08,30.73,2.18,5.98,8.66,20.53,4.59,11.91,12.24,10.83,12.52,10.42,11.81,10.84,7.91,18.98,5.41,10.99,11.17,19.54,9.89,10.97,8.1,11.94,0,0,0,0,0,0,0,0
South Africa,ZAF,"Inflation, consumer prices (annual %)",1.29,2.1,1.25,1.34,2.53,1.7,4.07,3.49,3.54,1.99,3.24,3.26,4.99,5.96,6.43,9.43,11.72,7.71,13.43,11.02,11.15,11.14,13.29,12.01,13.66,15.25,14.64,12.3,11.53,13.48,16.29,18.65,16.16,12.78,14.73,15.72,14.32,15.33,13.87,9.72,8.94,12.44,8.68,7.35,8.6,6.88,5.18,7.34,5.34,5.7,9.49,5.68,-0.69,5.1,2.06,3.24,6.18,10.07,7.22,5.75,4.09,5,5.72,5.78,6.13,5.35,4.54,6.57,5.18,4.52,4.12,4.99,3.21,4.61
Zambia,ZMB,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.83,47.05,51,123.4,55.46,107.02,97.64,165.71,183.31,54.6,121.66,34.93,43.07,24.42,24.46,26.79,30.73,26.03,21.39,22.23,21.4,17.97,21.81,18.32,9.02,10.66,12.45,13.4,12.77,8.5,6.43,6.58,6.98,7.81,7.26,10.11,17.87,6.58,7.49,9.15,10.24,15.73,22.02
Zimbabwe,ZWE,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,3.47,3.73,1.63,-0.2,2.33,-2.43,-1.54,0.89,10.62,255.3,52.57,557.2,98.55
